order,author,Book_name,recommend,Reading_people,info,cover
132,刘慈欣,带上她的眼睛,93.6%,164,人类使用地层飞船深入地球内部进行探险，一艘地层飞船在航行中失事，下沉到地心，船上只剩下一名年轻的女领航员，她只能在封闭的地心渡过余生……这是刘慈欣获奖小说《带上她的眼睛》里演绎的故事。刘慈欣的短篇科幻小说。,https://wfqqreader-1252317822.image.myqcloud.com/cover/542/32203542/t6_32203542.jpg
133,张嘉佳,天堂旅行团,89.1%,1089,生命的终章，我踏上了一段旅途。开着破烂的面包车，穿越几十座城市，撕开雨天，潜入他乡，尽头是天堂。浅蓝的天光，泛紫的云层，路灯嵌进夕阳。山间道路弥漫着一万吨水汽，密林卷来风声，我闯进无止境的夜里。她说，天总会亮的。那么，我们一起记录下，凌晨前的人生。,https://wfqqreader-1252317822.image.myqcloud.com/cover/893/40726893/t6_40726893.jpg
134,钱钟书,围城,96.0%,1920,《围城》，一部借婚恋故事做表皮，展现特定时期知识界病疮的社会讽刺小说。内容有趣，语言机智，笔锋犀利，意味深长，被誉为新《儒林外史》，其实，比之《儒林外史》，《围城》含纳的认识更明确，也更深刻，因此也更辛辣，更有现实意义。,https://wfqqreader-1252317822.image.myqcloud.com/cover/7/40401007/t6_40401007.jpg
135,赫尔曼·黑塞,悉达多,91.7%,1381,青年悉达多厌倦了婆罗门生活，与好友侨文达一道跟随沙门修行。在舍卫城他们聆听了佛陀乔达摩的教义，侨文达选择追随乔达摩，悉达多则继续修行之路。他在城市中结识名妓迦摩罗，并开始追逐情欲和名利，直至对一切产生厌倦。他再次抛下世俗，决心结束自己的生命。在河边，在绝望的瞬间，他听到河水的声音……,https://wfqqreader-1252317822.image.myqcloud.com/cover/327/855327/t6_855327.jpg
136,李一冰,苏东坡新传,91.7%,2014,苏东坡，天赋异禀的大文豪，无可救药的乐天派……他的标签很多，却难以被标签定义。居高处为翰林学士，落低谷为狱中囚犯，一生波澜曲折都在诗里见。本书即以东坡诗词为主线，兼及东坡文集、后人笔记等百余种资料，以坚实的考订和热情的笔触，呈现出一个立体的东坡形象。全新增订版特别收录《寻找李一冰》和《缥缈孤鸿影──父亲与〈苏东坡新传〉》，追寻谜样作者和出版缘由，附录《苏轼及宋朝大事年表》。,https://wfqqreader-1252317822.image.myqcloud.com/cover/775/33638775/t6_33638775.jpg
137,陈磊·半小时漫画团队,半小时漫画《论语》,93.0%,575,担心《论语》看不下去？那是因为不知道，孔子原来这么爱吐槽！通过手绘漫画和爆笑段子，陈磊（笔名：混子哥）领衔的半小时漫画团队，一边向我们展示孔子和弟子们的花式卖萌和吐槽，一边串讲《论语》里的经典章句，让我们在哈哈大笑中学到《论语》里的人生哲理。为什么颜回一生贫困潦倒，没做过什么大事，却获得了孔子“不迁怒，不贰过”的赞赏，并成为孔子最喜欢的学生？我们耳熟能详的“知之为知之，不知为不知，是知也”，其实是孔子对子路学习态度不端的吐槽？宰我到底做了什么，逼得孔子爆出了“朽木不可雕也，粪土之墙不可圬也”这样的粗口？翻开本书，看孔子和弟子们卖萌吐槽，人生哲理全学到！,https://wfqqreader-1252317822.image.myqcloud.com/cover/412/41101412/t6_41101412.jpg
138,蒙哥马利,绿山墙的安妮（经典译林）,91.0%,829,安妮是个身世凄凉的小女孩，出生不久即父母双亡，成了孤儿。好心的邻居把她养到六岁之后她又到另一户人家看孩子，后来被送到了孤儿院。十一岁的时候，绿山墙的马修和玛莉拉收养了她。安妮天性活泼乐观，想像力极为丰富。她的天真和幻想闹了不少笑话，但她的善良和直率也使她赢得了友谊和真挚的爱。她聪明而勤奋，凭着自己的努力考取了大学，但为了照顾玛莉拉，她又放弃了学业。这是一个孤儿长大成人的故事，朴实而绚丽，充满着童心和梦幻。绿山墙农舍的卡思伯特兄妹决定领养一个男孩，帮着做田里的农活。令人大吃一惊的是，孤儿院送来了一个爱幻想、喋喋不休的红发孩，一个小精灵。这个小精灵像一股清新的风吹进了闭塞的农舍乡村……,https://wfqqreader-1252317822.image.myqcloud.com/cover/30/856030/t6_856030.jpg
139,赵熙之,夜旅人,94.2%,766,1937年，上海699号公寓，他是律师盛先生。2015年，上海699号公寓，她是法医宗小姐。一道时空的生死门，串联起两个不同时空，交缠出一场惊世之恋。当晚上十点的钟声敲响，时空之门开启，他来到她的世界；当凌晨六点的钟声敲响，时空之门关闭，她走进他的人生。一边是时局动荡，剑拔弩张，抗日战争随时爆发；一边是亲人冷漠，勾心斗角，阴谋诡计正在进行。原本毫不相干的两个人，因为机缘巧合，相遇相知再相恋；时间阻隔，风雨飘摇，但他们从未放弃彼此！时空交错，深夜相逢，他们的爱情超越时空，一旦爆发，便是永恒！,https://wfqqreader-1252317822.image.myqcloud.com/cover/659/40925659/t6_40925659.jpg
140,一行禅师,与自己和解：治愈你内心的内在小孩,77.7%,391,当世大德、《佛陀传》作者一行禅师温柔宽容之作。你已淡忘的童年经历，会潜移默化地影响你的一生。恐惧、愤怒、悲伤、自卑、孤僻、缺乏安全感的根源都是童年经历，而你可能还不知道！翻开本书，跟随一行禅师的脚步，一步步回到自己内在深处，拥抱、疗愈内在的小孩，与自己达成真正的和解。在《与自己和解》中，一行禅师运用佛教原理帮助你，返回内在深处，觉察内在小孩的存在，与他对话，聆听他的声音，从而达成与自己和解的目的。如此，我们不再受情绪的摆布，心中没有怨恨，也不再迁怒他人。我们的人际关系也开始变好，我们因此懂得了爱，保有了爱。,https://wfqqreader-1252317822.image.myqcloud.com/cover/245/24020245/t6_24020245.jpg
81,维克多·弗兰克尔,活出生命的意义,83.0%,1018,美国具影响力的10本图书之一。著名心理学家弗兰克尔是20世纪的一个奇迹。纳粹时期，作为犹太人，他的全家都被关进了奥斯威辛集中营，他的父母、妻子、哥哥，全都死于毒气室中，只有他和妹妹幸存。弗兰克尔不但超过了这炼狱般的痛苦，更将自己的经验与学术结合，开创了意义辽法，替人们找到绝处再生的意义，也留下了人性史上最富光彩的见证。弗兰克尔一生对生命充满了极大的热情，67岁仍开始学习驾驶飞机，并在几个月后领到驾照。一直到80岁还登上了阿尔卑斯山。他并不是当年在集中营里被编号为119104的待决囚徒，而是让人的可能性得以扩大的圣者。这本书曾经感动千千万万的人，它被美国国会图书馆评选为具影响力的十本著作之一。,https://wfqqreader-1252317822.image.myqcloud.com/cover/527/857527/t6_857527.jpg
82,阿城,棋王,86.6%,644,《棋王》收录“三王”小说经典，珍贵文献、星星美展插画、《今天》杂志油印创作谈等一并收入，呈现文字手艺人阿城先生的温度与风度。“从世俗小说的样貌来说，《棋王》里有‘英雄传奇’、‘现实演义’，‘言情’因为较隐晦，评家们对世俗不熟悉，所以至今还没解读出来，大概总要二三十年吧。不少人的评论里都提到《棋王》里的‘吃’，几乎叫他们看出‘世俗’平实本义，只是被自己用惯的大话引开了。《树王》里潜在的是蒙昧的良知，不是科学的，是原始的，但它面对的不是科学，而是愚蠢，这就使双方都走向失败。愚蠢没有良知，所以良知即使是蒙昧的，对于中国，也是有价值的。我自己最喜欢《孩子王》，小说开始时明确写着写作时间是一九七六，将来会怎样，不知道。那时已经是个农民了，空闲的时候写写东西，浪费纸张。当时的人生的状态，只是不合作。”,https://wfqqreader-1252317822.image.myqcloud.com/cover/11/25398011/t6_25398011.jpg
83,冯友兰,中国哲学简史,88.3%,1382,《中国哲学简史》打通古今中外的相关知识，以宏观开阔的视野对中国哲学进行了深入浅出的、融会贯通的讲解。在有限的篇幅里融入了对中国传统思想、文化、精神、智慧等方面的理解，融会了史与思的智慧结晶，洋溢着人生的智慧与哲人的洞见，寄托着现实的人生关怀。它在世界各地有多种译本，拥有众多的读者，是许多大学中国哲学的通用教材；同样，它也是广大读者学习中国古代文化、借鉴中国传统智慧、启迪现实人生的入门书。它是一部名副其实的可以影响大众一生的文化经典。本书是北京大学出版社独家拥有版权的冯友兰先生亲自指导翻译并认可的唯一版本。,https://wfqqreader-1252317822.image.myqcloud.com/cover/358/651358/t6_651358.jpg
84,老舍,四世同堂,93.4%,1515,《四世同堂》是一部表现抗战时期北平沦陷区普通民众生活百态的长篇小说。该书以北平小羊圈胡同为背景，通过复杂的矛盾纠葛，以胡同内的祁家为主，钱家、冠家，以及其他居民为辅，刻画了当时社会各阶层众多普通人的形象；反抗与顺从的选择、国家与个人的选择等种种艰难的选择纷繁地交织在一起，深刻地展示了普通人在大时代历史进程中所走过的艰难曲折的道路。,https://wfqqreader-1252317822.image.myqcloud.com/cover/729/22910729/t6_22910729.jpg
85,陀思妥耶夫斯基,卡拉马佐夫兄弟（套装上下册）（译文名著精选）,92.9%,925,《卡拉马佐夫兄弟（套装上下册）》：老卡拉马佐夫贪婪好色，独占妻子留给儿子们的遗产，并与长子德米特里为一个风流女子争风吃醋。一天黑夜，德米特里疑心自己的情人去跟老头儿幽会，便闯入家园，一怒之下，差点把老头儿砸死。他仓皇逃离后，躲在暗中装病的老卡拉马佐夫的私生子斯乜尔加科夫悄然杀死老爷，造成了一桩震惊全俄的扑朔迷离的血案，从而引发一连串惊心动魄的事件。作品展示了错综复杂的社会、家庭矛盾和人性悲剧，体现了作家一生的最高艺术成就。,https://wfqqreader-1252317822.image.myqcloud.com/cover/108/932108/t6_932108.jpg
86,加缪,局外人,81.2%,542,《局外人》是诺贝尔文学奖得主阿尔贝·加缪的长篇小说，是这位法国存在主义作家的代表作之一，也是20世纪世界范围内流行度最广的文学作品之一。《局外人》通过第一人称视角讲述了一位寻常的年轻职员，终日麻木地生活在漫无目的惯性中，某日去海边度假，卷进一宗冲突，犯下杀人案，最后因“他没有在母亲的葬礼上流一滴泪”的理由，被法庭以“法兰西人民”的名义判处死刑的故事。阐述了存在主义的一个重要命题：现代生活中人类社会的荒诞和陌生感导致个体的绝望与虚无。并通过平静地记述一个小人物被司法机关“妖魔化”的整个过程，深刻地讽刺了现代法律的虚伪和愚弄的实质。,https://wfqqreader-1252317822.image.myqcloud.com/cover/686/837686/t6_837686.jpg
